method,epoch,seconds,train_loss,val_loss
full_batch,33,0.06743530003586784,0.5659066493754928,0.6034586432187636
full_batch,34,0.06914670004334766,0.5642143555906916,0.6019481856089307
full_batch,35,0.0705417000426678,0.5625947950789099,0.6005004983420574
full_batch,36,0.07231230004981626,0.5610429897334829,0.5991113294257306
full_batch,37,0.07382450005388819,0.5595544202643601,0.5977768408062842
full_batch,38,0.07557410006120335,0.5581249697048928,0.5964935554711667
full_batch,39,0.07712730007187929,0.556750875500878,0.5952583122953691
full_batch,40,0.07879360007063951,0.5554286889452568,0.59406822745992
full_batch,41,0.08019170006446075,0.554155240857487,0.5929206614719403
full_batch,42,0.08181310007057618,0.5529276125123435,0.5918131909692765
full_batch,43,0.08323540007404517,0.5517431109185642,0.5907435846097603
full_batch,44,0.0846516000747215,0.5505992476462684,0.5897097824365682
full_batch,45,0.08610630007751752,0.5494937205085773,0.5887098781862099
full_batch,46,0.08772280008997768,0.5484243975158831,0.5877421040713806
full_batch,47,0.0891592000843957,0.5473893026348976,0.5868048176316386
full_batch,48,0.09052710008108988,0.5463866029916056,0.5858964903025822
full_batch,49,0.09192820008320268,0.5454145972512168,0.5850156974089699
full_batch,50,0.09345580007357057,0.5444717049851022,0.5841611093380621
full_batch,51,0.09499410007265396,0.5435564568933258,0.5833314836951426
full_batch,52,0.096604600068531,0.5426674857928664,0.5825256582827025
full_batch,53,0.0983955000701826,0.5418035183086737,0.5817425447777386
full_batch,54,0.10061770006723236,0.5409633672206482,0.5809811230081695
full_batch,55,0.10220400006801356,0.5401459244278431,0.5802404357501189
full_batch,56,0.10365360006107949,0.5393501544945069,0.5795195839836181
full_batch,57,0.10508760005177464,0.5385750887432356,0.5788177225561117
full_batch,58,0.1064297000557417,0.5378198198600497,0.5781340562118951
full_batch,59,0.10780990005878266,0.537083496975587,0.5774678359520983
full_batch,60,0.1096812000614591,0.5363653211863743,0.5768183556946791
full_batch,61,0.1110848000535043,0.5356645414804897,0.5761849492075818
full_batch,62,0.11239730005036108,0.5349804510328926,0.5755669872911404
full_batch,63,0.1137424000480678,0.534312383837192,0.574963875188175
full_batch,64,0.11503600004652981,0.5336597116425241,0.5743750502022369
full_batch,65,0.11635660004685633,0.5330218411663492,0.5737999795061938
full_batch,66,0.11762980003550183,0.5323982115562845,0.5732381581249002
full_batch,67,0.11892650004301686,0.5317882920763947,0.5726891070770906
full_batch,68,0.12028780003311113,0.5311915799956451,0.5721523716629112
full_batch,69,0.12166340003022924,0.5306075986583958,0.571627519884674
full_batch,70,0.12298580002970994,0.530035895718845,0.5711141409894883
full_batch,71,0.12431990003096871,0.5294760415232156,0.5706118441234151
full_batch,72,0.12558650004211813,0.5289276276251891,0.5701202570876885
full_batch,73,0.12681420003355015,0.5283902654216435,0.5696390251883857
full_batch,74,0.12812490003125276,0.5278635848971431,0.5691678101716812
full_batch,75,0.12936440003977623,0.5273472334668704,0.5687062892375175
full_batch,76,0.13079640004434623,0.5268408749087984,0.5682541541251588
full_batch,77,0.13225600004079752,0.5263441883768823,0.5678111102646687
full_batch,78,0.13421530002960935,0.5258568674879217,0.5673768759888886
full_batch,79,0.1358757000270998,0.5253786194755112,0.5669511818009614
full_batch,80,0.1373398000287125,0.5249091644051823,0.5665337696928892
full_batch,81,0.13874830002896488,0.5244482344454409,0.566124392511011
full_batch,82,0.1400852000224404,0.5239955731899371,0.5657228133646434
full_batch,83,0.14169070002390072,0.5235509350264814,0.5653288050744597
full_batch,84,0.1433328000275651,0.5231140845490374,0.5649421496574784
full_batch,85,0.14475540003331844,0.5226847960091948,0.5645626378458057
full_batch,86,0.14618310003424995,0.5222628528039626,0.5641900686365248
full_batch,87,0.14764540003670845,0.5218480469970114,0.563824248870343
full_batch,88,0.14914500003214926,0.5214401788707647,0.5634649928368223
full_batch,89,0.15051560003485065,0.5210390565069694,0.5631121219041939
full_batch,90,0.1519673000293551,0.5206444953935935,0.5627654641719332
full_batch,91,0.1532870000373805,0.5202563180560827,0.5624248541444224
full_batch,92,0.15467320004245266,0.5198743537111831,0.56209013242417
full_batch,93,0.15594840004632715,0.519498437941688,0.5617611454231805
full_batch,94,0.1573449000425171,0.5191284123906078,0.5614377450911844
full_batch,95,0.15874610004539136,0.5187641244733836,0.5611197886595485
full_batch,96,0.16004850005265325,0.5184054271068838,0.5608071383997746
full_batch,97,0.16127650006092153,0.5180521784540196,0.5604996613955877
full_batch,98,0.16281850005907472,0.5177042416829127,0.5601972293276953
full_batch,99,0.16423680004663765,0.5173614847396321,0.5598997182703669
full_batch,100,0.16575290005130228,0.517023780133591,0.5596070084990548
full_batch,101,0.16758640004263725,0.5166910047347719,0.5593189843083329
full_batch,102,0.1690659000450978,0.5163630395820014,0.5590355338394919
full_batch,103,0.17042980004043784,0.5160397697015657,0.55875654891717
full_batch,104,0.17171910003526136,0.5157210839355023,0.5584819248944566
full_batch,105,0.17293680003785994,0.5154068747789591,0.5582115605059377
full_batch,106,0.1743397000391269,0.5150970382260495,0.5579453577281959
full_batch,107,0.17561330004537012,0.5147914736236827,0.5576832216473164
full_batch,108,0.17695450005703606,0.5144900835328738,0.5574250603329721
full_batch,109,0.17812940005387645,0.5141927735970867,0.5571707847187035
full_batch,110,0.17943800005014054,0.513899452417182,0.556920308488028
full_batch,111,0.1806639000424184,0.5136100314325804,0.5566735479660405
full_batch,112,0.1819723000517115,0.5133244248082739,0.5564304220161921
full_batch,113,0.18334840003808495,0.5130425493273445,0.5561908519419526
full_batch,114,0.18508720003592316,0.5127643242886736,0.5559547613930828
full_batch,115,0.18632310004613828,0.5124896714095406,0.5557220762762624
full_batch,116,0.18755420003435574,0.5122185147328413,0.5554927246698336
full_batch,117,0.1888312000373844,0.5119507805386582,0.555266636742436
full_batch,118,0.19004340004175901,0.5116863972599471,0.5550437446753252
full_batch,119,0.19132010004250333,0.5114252954021119,0.5548239825881789
full_batch,120,0.1925489000423113,0.5111674074662506,0.5546072864682051
full_batch,121,0.1937333000387298,0.5109126678758817,0.5543935941023812
full_batch,122,0.19500590003735851,0.5106610129069571,0.5541828450126622
full_batch,123,0.1962366000370821,0.5104123806209916,0.5539749803940047
full_batch,124,0.19749090004188474,0.5101667108011417,0.5537699430550643
full_batch,125,0.19869220005057286,0.5099239448910821,0.5535676773614322
full_batch,126,0.20044820004841313,0.5096840259365321,0.5533681291812818
full_batch,127,0.20172900005127303,0.509446898529299,0.5531712458333098
full_batch,128,0.2031280000519473,0.5092125087537087,0.5529769760368554
full_batch,129,0.20432730004540645,0.5089808041353014,0.5527852698640926
full_batch,130,0.2057932000461733,0.5087517335916822,0.5525960786941967
full_batch,131,0.20728150005743373,0.5085252473854175,0.5524093551693887
full_batch,132,0.20894900006533135,0.5083012970788761,0.5522250531527668
full_batch,133,0.21027180006785784,0.5080798354909222,0.5520431276878455
full_batch,134,0.21161670007859357,0.5078608166553668,0.5518635349597147
full_batch,135,0.21282490006706212,0.5076441957810973,0.5516862322577514
full_batch,136,0.21412550006061792,0.5074299292138017,0.5515111779398043
full_batch,137,0.21537890007311944,0.5072179743992135,0.55133833139779
full_batch,138,0.2169009000645019,0.5070082898478052,0.5511676530246322
full_batch,139,0.2182068000547588,0.5068008351008645,0.5509991041824849
full_batch,140,0.21955800005525816,0.5065955706978859,0.5508326471721806
full_batch,141,0.22091640005237423,0.5063924581452212,0.55066824520385
full_batch,142,0.22217890006140806,0.5061914598859282,0.5505058623686593
full_batch,143,0.22359210006834473,0.5059925392707658,0.5503454636116174
full_batch,144,0.22495220007840544,0.5057956605302827,0.5501870147054051
full_batch,145,0.22625860008702148,0.5056007887479504,0.5500304822251808
full_batch,146,0.22755620008683763,0.505407889834297,0.5498758335243225
full_batch,147,0.22895900008734316,0.5052169305019937,0.5497230367110633
full_batch,148,0.23024330008774996,0.5050278782418564,0.549572060625984
full_batch,149,0.23155270007555373,0.5048407012997206,0.5494228748203247
full_batch,150,0.23281870008213446,0.5046553686541518,0.5492754495350819
full_batch,151,0.23406450009497348,0.5044718499949574,0.5491297556808568
full_batch,152,0.2354842000931967,0.5042901157024636,0.5489857648184243
full_batch,153,0.2367349000851391,0.5041101368275278,0.5488434491399927
full_batch,154,0.23799950009561144,0.5039318850722547,0.5487027814511237
full_batch,155,0.23932750009407755,0.503755332771385,0.5485637351532884
full_batch,156,0.24081270009628497,0.5035804528743315,0.5484262842270301
full_batch,157,0.2426014000957366,0.5034072189278356,0.5482904032157122
full_batch,158,0.24394490009581205,0.503235605059217,0.5481560672098249
full_batch,159,0.24524340010248125,0.503065585960195,0.5480232518318292
full_batch,160,0.2470964001113316,0.5028971368712575,0.5478919332215176
full_batch,161,0.2488049001112813,0.5027302335665543,0.5477620880218693
full_batch,162,0.25060370011487976,0.5025648523392973,0.5476336933653805
full_batch,163,0.2519872001139447,0.5024009699876439,0.5475067268608527
full_batch,164,0.2533446001179982,0.5022385638010473,0.547381166580619
full_batch,165,0.2546166001120582,0.5020776115470539,0.5472569910481923
full_batch,166,0.2559693001094274,0.5019180914585323,0.5471341792263191
full_batch,167,0.257557000106317,0.5017599822213146,0.5470127105054228
full_batch,168,0.2592340000992408,0.501603262962237,0.5468925646924213
full_batch,169,0.26067990010778885,0.5014479132375631,0.5467737219999065
full_batch,170,0.2621134001092287,0.501293913021775,0.5466561630356683
full_batch,171,0.26359750010306016,0.5011412426967199,0.5465398687925547
full_batch,172,0.2659367001033388,0.5009898830410984,0.5464248206386504
full_batch,173,0.2675683000998106,0.5008398152202796,0.5463110003077671
full_batch,174,0.26891560009971727,0.5006910207764356,0.5461983898902296
full_batch,175,0.2703411000984488,0.5005434816189792,0.5460869718239484
full_batch,176,0.27193940010329243,0.5003971800152957,0.5459767288857693
full_batch,177,0.2732781000959221,0.5002520985817583,0.5458676441830891
full_batch,178,0.2746410000981996,0.5001082202750177,0.5457597011457255
full_batch,179,0.27591120009310544,0.49996552838355207,0.5456528835180368
full_batch,180,0.27719370007980615,0.4998240065194743,0.545547175351277
full_batch,181,0.27843180009222124,0.4996836386105819,0.5454425609961824
full_batch,182,0.2796639000880532,0.4995444088926442,0.5453390250957784
full_batch,183,0.28091180008777883,0.4994063019019171,0.5452365525783998
full_batch,184,0.28239330007636454,0.4992693024678791,0.5451351286509183
full_batch,185,0.2837574000732275,0.49913339570617776,0.5450347387921666
full_batch,186,0.2850516000762582,0.4989985670117834,0.5449353687465562
full_batch,187,0.28626820008503273,0.49886480205233963,0.5448370045178794
full_batch,188,0.28748930008441675,0.49873208676170616,0.5447396323632899
full_batch,189,0.2887105000845622,0.49860040733368577,0.544643238787457
full_batch,190,0.2899513000884326,0.4984697502159303,0.5445478105368847
full_batch,191,0.2911855000857031,0.4983401021040201,0.5444533345943939
full_batch,192,0.2924830000847578,0.4982114499357085,0.5443597981737583
full_batch,193,0.2937469000899,0.4980837808853301,0.5442671887144925
full_batch,194,0.2950023000885267,0.49795708235836333,0.544175493876783
full_batch,195,0.29630070009443443,0.4978313419861449,0.5440847015365623
full_batch,196,0.2975534001016058,0.49770654762073024,0.5439947997807169
full_batch,197,0.2989086001034593,0.49758268732989447,0.5439057769024274
full_batch,198,0.30017090009641834,0.49745974939227117,0.5438176213966356
full_batch,199,0.3014430000912398,0.49733772229262313,0.5437303219556345
full_batch,200,0.3028408000973286,0.4972165947172407,0.5436438674647771
full_batch,201,0.30414040009782184,0.4970963555494652,0.5435582469983
full_batch,202,0.30554560010205023,0.49697699386533123,0.5434734498152589
full_batch,203,0.3069349001016235,0.49685849892932643,0.5433894653555721
full_batch,204,0.3085228001145879,0.4967408601902632,0.5433062832361668
full_batch,205,0.31029630011471454,0.4966240672772599,0.5432238932472292
full_batch,206,0.3117867001128616,0.4965081099958281,0.5431422853485497
full_batch,207,0.313069800104131,0.4963929783240612,0.5430614496659651
full_batch,208,0.31449220010836143,0.4962786624089242,0.5429813764878915
full_batch,209,0.315854900109116,0.49616515256263816,0.5429020562619463
full_batch,210,0.31738570010929834,0.496052439259159,0.5428234795916578
full_batch,211,0.3187882001075195,0.49594051313074655,0.5427456372332561
full_batch,212,0.3201866001036251,0.49582936496462177,0.542668520092548
full_batch,213,0.32154080011241604,0.495718985699708,0.5425921192218678
full_batch,214,0.32289230011519976,0.4956093664234571,0.5425164258171067
full_batch,215,0.32418340010917746,0.4955004983687532,0.5424414312148146
full_batch,216,0.3255244001047686,0.4953923729108959,0.5423671268893739
full_batch,217,0.32680060010170564,0.495284981564659,0.5422935044502448
full_batch,218,0.3281180000922177,0.4951783159814214,0.5422205556392747
full_batch,219,0.32952310009568464,0.49507236794637066,0.5421482723280768
full_batch,220,0.330832200095756,0.4949671293757743,0.5420766465154702
full_batch,221,0.33205900009488687,0.494862592314319,0.5420056703249824
full_batch,222,0.3334328000928508,0.4947587489325151,0.5419353360024118
full_batch,223,0.3348166000942001,0.49465559152416333,0.5418656359134498
full_batch,224,0.33616650009935256,0.494553112503885,0.5417965625413561
full_batch,225,0.33743680009501986,0.4944513044047093,0.5417281084846934
full_batch,226,0.3388137000874849,0.49435015987572095,0.5416602664551123
full_batch,227,0.3401225000852719,0.49424967167976325,0.5415930292751899
full_batch,228,0.34145020008145366,0.49414983269119606,0.5415263898763176
full_batch,229,0.34269180009141564,0.49405063589370707,0.5414603412966392
full_batch,230,0.3439884000981692,0.4939520743781749,0.5413948766790362
full_batch,231,0.34525850010686554,0.49385414134058264,0.5413299892691592
full_batch,232,0.3465712001052452,0.49375683007998084,0.5412656724135047
full_batch,233,0.34818810009164736,0.4936601339964966,0.5412019195575359
full_batch,234,0.3495943000889383,0.4935640465893916,0.541138724243846
full_batch,235,0.3508777000824921,0.4934685614551621,0.5410760801103628
full_batch,236,0.3523340000829194,0.4933736722856855,0.5410139808885945
full_batch,237,0.3537253000831697,0.493279372866408,0.5409524204019135
full_batch,238,0.3550419000821421,0.4931856570745744,0.5408913925638799
full_batch,239,0.3565440000820672,0.49309251887749805,0.5408308913766007
full_batch,240,0.35805230008554645,0.49299995233087046,0.5407709109291269
full_batch,241,0.35936790009145625,0.49290795157710854,0.5407114453958848
full_batch,242,0.3606229000870371,0.49281651084374023,0.5406524890351416
full_batch,243,0.3618803001008928,0.49272562444182477,0.5405940361875051
full_batch,244,0.36324400010926183,0.4926352867644104,0.5405360812744554
full_batch,245,0.36452710010053124,0.4925454922850246,0.540478618796909
full_batch,246,0.3657412001048215,0.4924562355561987,0.5404216433338128
full_batch,247,0.36698380010784604,0.4923675112080254,0.5403651495407695
full_batch,248,0.3682748001010623,0.49227931394674723,0.5403091321486917
full_batch,249,0.3695181000948651,0.4921916385533767,0.5402535859624839
full_batch,250,0.37074240008951165,0.49210447988234657,0.5401985058597538
full_batch,251,0.37196660008339677,0.49201783286018924,0.5401438867895499
full_batch,252,0.3731914000818506,0.4919316924842449,0.540089723771126
full_batch,253,0.3744076000730274,0.4918460538213977,0.5400360118927305
full_batch,254,0.3756982000777498,0.49176091200683925,0.539982746310423
full_batch,255,0.3769351000810275,0.49167626224285843,0.5399299222469134
full_batch,256,0.37818600007449277,0.49159209979765717,0.5398775349904257
full_batch,257,0.3794525000703288,0.4915084200041916,0.5398255798935854
full_batch,258,0.3806521000660723,0.4914252182590374,0.53977405237233
full_batch,259,0.3820635000738548,0.49134249002128005,0.5397229479048403
full_batch,260,0.3832855000800919,0.49126023081142706,0.5396722620304956
full_batch,261,0.38446820007811766,0.49117843621034424,0.5396219903488475
full_batch,262,0.38561960008519236,0.4910971018582144,0.5395721285186169
full_batch,263,0.3867958000919316,0.49101622345351603,0.5395226722567097
full_batch,264,0.38796920009190217,0.490935796752025,0.539473617337252
full_batch,265,0.38935440008935984,0.49085581756583657,0.5394249595906456
full_batch,266,0.3906679000938311,0.49077628176240673,0.5393766949026421
full_batch,267,0.3920005000982201,0.490697185263614,0.5393288192134333
full_batch,268,0.39336340010049753,0.4906185240448403,0.5392813285167636
full_batch,269,0.39458040009776596,0.4905402941340705,0.5392342188590552
full_batch,270,0.39584450010443106,0.4904624916110103,0.5391874863385537
full_batch,271,0.39727540011517704,0.4903851126062218,0.5391411271044897
full_batch,272,0.3986451001110254,0.490308153300277,0.5390951373562549
full_batch,273,0.39998430012201425,0.490231609922928,0.5390495133425971
full_batch,274,0.401308700122172,0.4901554787522937,0.5390042513608281
full_batch,275,0.402806800120743,0.49007975611406324,0.5389593477560479
full_batch,276,0.4041064001212362,0.4900044383807144,0.5389147989203845
full_batch,277,0.40537120011867955,0.4899295219707493,0.5388706012922468
full_batch,278,0.406677900115028,0.4898550033479427,0.5388267513555925
full_batch,279,0.4079663001175504,0.48978087902060735,0.5387832456392099
full_batch,280,0.4091725001198938,0.48970714554087275,0.5387400807160125
full_batch,281,0.4105559001181973,0.4896337995039777,0.5386972532023483
full_batch,282,0.4119240001164144,0.4895608375475781,0.5386547597573204
full_batch,283,0.413193700107513,0.48948825635106585,0.5386125970821217
full_batch,284,0.41441360011231154,0.4894160526349037,0.538570761919381
full_batch,285,0.41563840011076536,0.48934422315997106,0.5385292510525221
full_batch,286,0.4168818001053296,0.4892727647269225,0.5384880613051335
full_batch,287,0.4181335001048865,0.4892016741755598,0.5384471895403509
full_batch,288,0.41941860009683296,0.4891309483842148,0.5384066326602509
full_batch,289,0.42066210009215865,0.48906058426914434,0.5383663876052555
full_batch,290,0.42190370010212064,0.48899057878393726,0.5383264513535468
full_batch,291,0.4231156001042109,0.48892092891893146,0.5382868209204942
full_batch,292,0.42428590010968037,0.4888516317006436,0.5382474933580895
full_batch,293,0.4254650001093978,0.4887826841912077,0.5382084657543951
full_batch,294,0.426691000116989,0.48871408348782575,0.5381697352329988
full_batch,295,0.4278785001079086,0.48864582672222756,0.5381312989524822
full_batch,296,0.42914020011085086,0.4885779110601421,0.5380931541058949
full_batch,297,0.43045950010127854,0.4885103337007764,0.5380552979202404
full_batch,298,0.43172240011335816,0.4884430918763063,0.538017727655971
full_batch,299,0.43330400010745507,0.48837618285137535,0.5379804406064904
full_batch,300,0.43460840011539403,0.4883096039226037,0.5379434340976663
full_batch,301,0.43584860011469573,0.4882433524181049,0.537906705487351
full_batch,302,0.43716920011502225,0.4881774256970127,0.5378702521649109
full_batch,303,0.4384163001232082,0.48811182114901586,0.5378340715507635
full_batch,304,0.43967660013004206,0.4880465361939017,0.537798161095923
full_batch,305,0.4409060001344187,0.4879815682811074,0.5377625182815539
full_batch,306,0.44211410013667773,0.4879169148892803,0.537727140618532
full_batch,307,0.44340650012600236,0.4878525735258449,0.5376920256470132
full_batch,308,0.44468540012894664,0.4877885417265789,0.5376571709360097
full_batch,309,0.44598130011581816,0.48772481705519605,0.5376225740829732
full_batch,310,0.4472469001193531,0.48766139710293666,0.5375882327133863
full_batch,311,0.44849780011281837,0.48759827948816475,0.5375541444803589
full_batch,312,0.4502035001205513,0.48753546185597435,0.5375203070642337
full_batch,313,0.45161060012469534,0.48747294187779977,0.537486718172197
full_batch,314,0.4533437001373386,0.4874107172510353,0.5374533755378962
full_batch,315,0.45486400013032835,0.48734878569866036,0.537420276921065
full_batch,316,0.45612910013005603,0.48728714496887154,0.5373874201071526
full_batch,317,0.45737880012893584,0.4872257928347203,0.5373548029069614
full_batch,318,0.4586187001259532,0.4871647270937593,0.5373224231562893
full_batch,319,0.4599113001313526,0.48710394556769127,0.5372902787155794
full_batch,320,0.46114250013488345,0.48704344610202704,0.5372583674695737
full_batch,321,0.4624273001390975,0.48698322656574816,0.5372266873269737
full_batch,322,0.4636467001400888,0.48692328485097575,0.5371952362201067
full_batch,323,0.46483390014327597,0.48686361887264396,0.5371640121045975
full_batch,324,0.4661896001343848,0.48680422656818056,0.5371330129590446
full_batch,325,0.4674197001440916,0.4867451058971922,0.5371022367847031
full_batch,326,0.46868720014754217,0.4866862548411548,0.5370716816051718
full_batch,327,0.4699151001404971,0.4866276714031094,0.5370413454660858
full_batch,328,0.4711265001387801,0.4865693536073636,0.5370112264348147
full_batch,329,0.47235340013867244,0.4865112994991971,0.5369813226001637
full_batch,330,0.4735855001345044,0.48645350714457325,0.5369516320720821
full_batch,331,0.47487750013533514,0.4863959746298548,0.5369221529813747
full_batch,332,0.47620030013786163,0.4863387000615237,0.5368928834794187
full_batch,333,0.47742510013631545,0.4862816815659075,0.5368638217378848
full_batch,334,0.4786261001281673,0.4862249172889086,0.5368349659484631
full_batch,335,0.4799032001319574,0.4861684053957384,0.5368063143225927
full_batch,336,0.4811199001414934,0.4861121440706564,0.5367778650911963
full_batch,337,0.4822962001489941,0.48605613151671234,0.536749616504419
full_batch,338,0.48357190015667584,0.4860003659554947,0.5367215668313704
full_batch,339,0.48479560016130563,0.48594484562688073,0.536693714359872
full_batch,340,0.4861940001574112,0.4858895687887927,0.5366660573962079
full_batch,341,0.48755610015359707,0.48583453371695673,0.5366385942648789
full_batch,342,0.4888213001540862,0.48577973870466634,0.5366113233083619
full_batch,343,0.4900489001593087,0.48572518206254955,0.5365842428868718
full_batch,344,0.49127830016368534,0.4856708621183396,0.536557351378127
full_batch,345,0.49256470016553067,0.4856167772166497,0.5365306471771203
full_batch,346,0.49376740017032716,0.4855629257187507,0.536504128695891
full_batch,347,0.49496930016903207,0.48550930600235365,0.5364777943633025
full_batch,348,0.49622630016529,0.48545591646139413,0.5364516426248215
full_batch,349,0.49759180017281324,0.48540275550582157,0.536425671942303
full_batch,350,0.49881660017126705,0.48534982156139034,0.5363998807937758
full_batch,351,0.5000645001709927,0.4852971130694561,0.5363742676732337
full_batch,352,0.5014088001771597,0.4852446284867737,0.5363488310904285
full_batch,353,0.5025985001702793,0.4851923662852983,0.5363235695706664
full_batch,354,0.5038269001670415,0.4851403249519917,0.536298481654608
full_batch,355,0.5050907001714222,0.48508850298862843,0.5362735658980707
full_batch,356,0.5063325001683552,0.4850368989116074,0.5362488208718347
full_batch,357,0.5075902001699433,0.4849855112517662,0.5362242451614511
full_batch,358,0.5091687001695391,0.4849343385541965,0.5361998373670538
full_batch,359,0.5104275001795031,0.48488337937806464,0.5361755961031738
full_batch,360,0.5116762001707684,0.48483263229643353,0.5361515199985563
full_batch,361,0.5133433001756202,0.4847820958960876,0.5361276076959802
full_batch,362,0.5146501001727302,0.48473176877736057,0.5361038578520814
full_batch,363,0.5158520001714351,0.4846816495539658,0.536080269137177
full_batch,364,0.5170530001778388,0.48463173685282934,0.5360568402350939
full_batch,365,0.5182959001685958,0.48458202931392513,0.5360335698429989
full_batch,366,0.5195861001557205,0.4845325255901135,0.536010456671231
full_batch,367,0.5208108001534129,0.48448322434698127,0.5359874994431378
full_batch,368,0.5219935001514386,0.48443412426268445,0.5359646968949123
full_batch,369,0.523225700148032,0.4843852240277937,0.5359420477754331
full_batch,370,0.5244317001488525,0.48433652234514196,0.5359195508461075
full_batch,371,0.5256565001618583,0.48428801792967413,0.5358972048807157
full_batch,372,0.5273570001590997,0.4842397095082992,0.5358750086652576
full_batch,373,0.5287857001530938,0.48419159581974436,0.5358529609978031
full_batch,374,0.5301945001556305,0.4841436756144119,0.5358310606883423
full_batch,375,0.5314701001479989,0.4840959476542374,0.5358093065586397
full_batch,376,0.5327911001513712,0.48404841071255045,0.5357876974420902
full_batch,377,0.5340461001469521,0.48400106357393746,0.5357662321835762
full_batch,378,0.5352672001463361,0.4839539050341066,0.535744909639328
full_batch,379,0.5366301001486136,0.4839069338997545,0.5357237286767852
full_batch,380,0.5378901001386112,0.48386014898843416,0.535702688174461
full_batch,381,0.5391058001405327,0.483813549128427,0.5356817870218075
full_batch,382,0.540308900148375,0.48376713315861386,0.5356610241190838
full_batch,383,0.5417800001450814,0.48372089992835066,0.5356403983772254
full_batch,384,0.5430042001389666,0.48367484829734375,0.5356199087177155
full_batch,385,0.5443203001341317,0.48362897713552794,0.5355995540724584
full_batch,386,0.5455590001365636,0.4835832853229465,0.5355793333836546
full_batch,387,0.5468038001272362,0.4835377717496325,0.5355592456036773
full_batch,388,0.5480677001178265,0.4834924353154919,0.5355392896949516
full_batch,389,0.5493673001183197,0.48344727493018874,0.5355194646298338
full_batch,390,0.5505800001265015,0.4834022895130307,0.5354997693904943
full_batch,391,0.551813100129948,0.4833574779928584,0.5354802029688003
full_batch,392,0.55313710012706,0.4833128393079339,0.5354607643662018
full_batch,393,0.5543595001217909,0.4832683724058331,0.5354414525936179
full_batch,394,0.5556674001127249,0.48322407624333746,0.5354222666713254
full_batch,395,0.5569246001105057,0.48317994978632894,0.5354032056288486
full_batch,396,0.5595916001038859,0.48313599200968554,0.5353842685048507
full_batch,397,0.5610141000943258,0.48309220189717866,0.5353654543470272
full_batch,398,0.5623367000953294,0.4830485784413717,0.535346762212
full_batch,399,0.563787100094487,0.4830051206435201,0.535328191165213
full_batch,400,0.565080700092949,0.48296182751347255,0.5353097402808303
full_batch,401,0.56636460009031,0.48291869806957505,0.5352914086416342
full_batch,402,0.5676552000950323,0.4828757313385732,0.5352731953389253
full_batch,403,0.5689244000968756,0.48283292635551944,0.5352550994724246
full_batch,404,0.57014030010032,0.48279028216367886,0.5352371201501755
full_batch,405,0.5714017001009779,0.48274779781443755,0.5352192564884493
full_batch,406,0.5725828001013724,0.48270547236721223,0.5352015076116489
full_batch,407,0.5739889000979019,0.4826633048893606,0.5351838726522169
full_batch,408,0.5754190001025563,0.4826212944560932,0.5351663507505432
full_batch,409,0.5769615001045167,0.4825794401503864,0.5351489410548743
full_batch,410,0.5782693001092412,0.48253774106289676,0.5351316427212234
full_batch,411,0.579769800111535,0.48249619629187607,0.5351144549132827
full_batch,412,0.5810423001239542,0.48245480494308834,0.5350973768023359
full_batch,413,0.5823594001267338,0.4824135661297272,0.5350804075671728
